country_name,country_code,year,trans_rank,net_migration,life_expectancy
Trinidad and Tobago,TTO,2004,NA,NA,68.87182927
Tunisia,TUN,2004,NA,NA,73.30243902
Turkey,TUR,2004,NA,NA,72.02987805
Tuvalu,TUV,2004,NA,NA,
Tanzania,TZA,2004,NA,NA,54.4162439
Uganda,UGA,2004,NA,NA,50.7012439
Ukraine,UKR,2004,NA,NA,68.18536585
Upper middle income,UMC,2004,NA,NA,72.23865333
Uruguay,URY,2004,NA,NA,75.46441463
United States,USA,2004,NA,NA,77.48780488
Uzbekistan,UZB,2004,NA,NA,67.26502439
St. Vincent and the Grenadines,VCT,2004,NA,NA,71.02129268
Venezuela  RB,VEN,2004,NA,NA,73.08643902
Virgin Islands (U.S.),VIR,2004,NA,NA,78.72439024
Vietnam,VNM,2004,NA,NA,73.95902439
Vanuatu,VUT,2004,NA,NA,68.99
West Bank and Gaza,PSE,2004,NA,NA,71.33946341
World,WLD,2004,NA,NA,68.75235777
Samoa,WSM,2004,NA,NA,70.71460976
Yemen  Rep.,YEM,2004,NA,NA,61.29265854
South Africa,ZAF,2004,NA,NA,51.8737561
Congo  Dem. Rep.,COD,2004,NA,NA,52.87926829
Zambia,ZMB,2004,NA,NA,47.93239024
Zimbabwe,ZWE,2004,NA,NA,41.05934146
Aruba,ABW,2003,NA,NA,73.96856098
Andorra,AND,2003,NA,NA,
Afghanistan,AFG,2003,NA,NA,56.23529268
Angola,AGO,2003,NA,NA,47.39317073
Albania,ALB,2003,NA,NA,75.52329268
Arab World,ARB,2003,NA,NA,68.31517254
United Arab Emirates,ARE,2003,NA,NA,75.21721951
Argentina,ARG,2003,NA,NA,74.34126829
Armenia,ARM,2003,NA,NA,72.60958537
American Samoa,ASM,2003,NA,NA,
Antigua and Barbuda,ATG,2003,NA,NA,74.02178049
Australia,AUS,2003,NA,NA,80.23902439
Austria,AUT,2003,NA,NA,78.63170732
Azerbaijan,AZE,2003,NA,NA,68.00368293
Burundi,BDI,2003,NA,NA,52.14531707
Belgium,BEL,2003,NA,NA,78.12926829
Benin,BEN,2003,NA,NA,56.20807317
Burkina Faso,BFA,2003,NA,NA,52.00807317
Bangladesh,BGD,2003,NA,NA,67.00014634
Bulgaria,BGR,2003,NA,NA,72.06585366
Bahrain,BHR,2003,NA,NA,75.11770732
Bahamas  The,BHS,2003,NA,NA,73.12729268
Bosnia and Herzegovina,BIH,2003,NA,NA,74.82436585
Belarus,BLR,2003,NA,NA,68.55365854
Belize,BLZ,2003,NA,NA,68.69712195
Bermuda,BMU,2003,NA,NA,78.33414634
Bolivia,BOL,2003,NA,NA,62.39897561
Brazil,BRA,2003,NA,NA,71.20187805
Barbados,BRB,2003,NA,NA,73.70717073
Brunei Darussalam,BRN,2003,NA,NA,75.84617073
Bhutan,BTN,2003,NA,NA,63.303
Botswana,BWA,2003,NA,NA,50.5245122
Central African Republic,CAF,2003,NA,NA,44.27780488
Canada,CAN,2003,NA,NA,79.83902439
Central Europe and the Baltics,CEB,2003,NA,NA,73.38323355
Switzerland,CHE,2003,NA,NA,80.53658537
Channel Islands,CHI,2003,NA,NA,78.33982927
Chile,CHL,2003,NA,NA,77.93297561
China,CHN,2003,NA,NA,73.03312195
Cote d'Ivoire,CIV,2003,NA,NA,46.93297561
Cameroon,CMR,2003,NA,NA,51.63904878
Congo  Rep.,COG,2003,NA,NA,51.79421951
Colombia,COL,2003,NA,NA,71.77690244
Comoros,COM,2003,NA,NA,59.72080488
Cabo Verde,CPV,2003,NA,NA,70.81326829
Costa Rica,CRI,2003,NA,NA,77.84046341
Caribbean small states,CSS,2003,NA,NA,70.66962027
Cuba,CUB,2003,NA,NA,77.36395122
Curacao,CUW,2003,NA,NA,
Cayman Islands,CYM,2003,NA,NA,
Cyprus,CYP,2003,NA,NA,78.34585366
Czech Republic,CZE,2003,NA,NA,75.17073171
Germany,DEU,2003,NA,NA,78.3804878
Djibouti,DJI,2003,NA,NA,57.41121951
Dominica,DMA,2003,NA,NA,
Denmark,DNK,2003,NA,NA,77.14390244
Dominican Republic,DOM,2003,NA,NA,71.26682927
Algeria,DZA,2003,NA,NA,71.421
East Asia & Pacific (developing only),EAP,2003,NA,NA,71.48979308
East Asia & Pacific (all income levels),EAS,2003,NA,NA,72.45788798
Europe & Central Asia (developing only),ECA,2003,NA,NA,69.5954409
Europe & Central Asia (all income levels),ECS,2003,NA,NA,73.50799104
Ecuador,ECU,2003,NA,NA,73.72780488
Egypt  Arab Rep.,EGY,2003,NA,NA,69.10943902
Euro area,EMU,2003,NA,NA,78.70705506
Eritrea,ERI,2003,NA,NA,57.60268293
Spain,ESP,2003,NA,NA,79.6195122
Estonia,EST,2003,NA,NA,71.31707317
Ethiopia,ETH,2003,NA,NA,54.21921951
European Union,EUU,2003,NA,NA,77.69290756
Fragile and conflict affected situations,FCS,2003,NA,NA,57.79468772
Finland,FIN,2003,NA,NA,78.36829268
Fiji,FJI,2003,NA,NA,68.14314634
France,FRA,2003,NA,NA,79.11463415
Faroe Islands,FRO,2003,NA,NA,78.94390244
Micronesia  Fed. Sts.,FSM,2003,NA,NA,67.63514634
Gabon,GAB,2003,NA,NA,59.01907317
United Kingdom,GBR,2003,NA,NA,78.44634146
Georgia,GEO,2003,NA,NA,72.4902439
Ghana,GHA,2003,NA,NA,57.78517073
Guinea,GIN,2003,NA,NA,51.63514634
Gambia  The,GMB,2003,NA,NA,57.0422439
Guinea-Bissau,GNB,2003,NA,NA,51.93678049
Equatorial Guinea,GNQ,2003,NA,NA,52.98968293
Greece,GRC,2003,NA,NA,78.84146341
Grenada,GRD,2003,NA,NA,70.91602439
Greenland,GRL,2003,NA,NA,68.43536585
Guatemala,GTM,2003,NA,NA,69.04119512
Guam,GUM,2003,NA,NA,76.13126829
Guyana,GUY,2003,NA,NA,65.3577561
High income,HIC,2003,NA,NA,74.20781684
Hong Kong SAR  China,HKG,2003,NA,NA,81.32926829
Honduras,HND,2003,NA,NA,71.10295122
Heavily indebted poor countries (HIPC),HPC,2003,NA,NA,53.7090772
Croatia,HRV,2003,NA,NA,74.61390244
Haiti,HTI,2003,NA,NA,58.4952439
Hungary,HUN,2003,NA,NA,72.3
Indonesia,IDN,2003,NA,NA,66.78880488
Isle of Man,IMN,2003,NA,NA,
India,IND,2003,NA,NA,63.77453659
Not classified,INX,2003,NA,NA,
Ireland,IRL,2003,NA,NA,78.13902439
Iran  Islamic Rep.,IRN,2003,NA,NA,71.25385366
Iraq,IRQ,2003,NA,NA,68.75731707
Iceland,ISL,2003,NA,NA,80.96341463
Israel,ISR,2003,NA,NA,79.64878049
Italy,ITA,2003,NA,NA,79.98292683
Jamaica,JAM,2003,NA,NA,72.90292683
Jordan,JOR,2003,NA,NA,72.30460976
Japan,JPN,2003,NA,NA,81.76
Kazakhstan,KAZ,2003,NA,NA,65.86585366
Kenya,KEN,2003,NA,NA,51.74870732
Kyrgyz Republic,KGZ,2003,NA,NA,68.25609756
Cambodia,KHM,2003,NA,NA,61.13758537
Kiribati,KIR,2003,NA,NA,64.52714634
St. Kitts and Nevis,KNA,2003,NA,NA,
Korea  Rep.,KOR,2003,NA,NA,77.2502439
Kosovo,KSV,2003,NA,NA,68.19512195
Kuwait,KWT,2003,NA,NA,73.51807317
Latin America & Caribbean (developing only),LAC,2003,NA,NA,71.96525392
Lao PDR,LAO,2003,NA,NA,60.59639024
Lebanon,LBN,2003,NA,NA,75.90331707
Liberia,LBR,2003,NA,NA,53.32865854
Libya,LBY,2003,NA,NA,71.07434146
St. Lucia,LCA,2003,NA,NA,72.25473171
Latin America & Caribbean (all income levels),LCN,2003,NA,NA,72.40797836
Least developed countries: UN classification,LDC,2003,NA,NA,57.20127722
Low income,LIC,2003,NA,NA,53.9596388
Liechtenstein,LIE,2003,NA,NA,79.96097561
Sri Lanka,LKA,2003,NA,NA,73.22231707
Lower middle income,LMC,2003,NA,NA,63.72184465
Low & middle income,LMY,2003,NA,NA,66.3377837
Lesotho,LSO,2003,NA,NA,43.8247561
Lithuania,LTU,2003,NA,NA,72.06097561
Luxembourg,LUX,2003,NA,NA,77.72682927
Latvia,LVA,2003,NA,NA,71.26585366
Macao SAR  China,MAC,2003,NA,NA,78.24629268
St. Martin (French part),MAF,2003,NA,NA,77.57073171
Morocco,MAR,2003,NA,NA,69.64536585
Monaco,MCO,2003,NA,NA,
Moldova,MDA,2003,NA,NA,67.38739024
Madagascar,MDG,2003,NA,NA,60.2355122
Maldives,MDV,2003,NA,NA,72.80734146
Middle East & North Africa (all income levels),MEA,2003,NA,NA,70.4873866
Mexico,MEX,2003,NA,NA,74.9375122
Marshall Islands,MHL,2003,NA,NA,
Middle income,MIC,2003,NA,NA,67.58573463
Macedonia  FYR,MKD,2003,NA,NA,73.8155122
Mali,MLI,2003,NA,NA,50.85980488
Malta,MLT,2003,NA,NA,78.54634146
Myanmar,MMR,2003,NA,NA,63.00207317
Middle East & North Africa (developing only),MNA,2003,NA,NA,69.93613016
Montenegro,MNE,2003,NA,NA,73.32117073
Mongolia,MNG,2003,NA,NA,64.29626829
Northern Mariana Islands,MNP,2003,NA,NA,
Mozambique,MOZ,2003,NA,NA,49.81158537
Mauritania,MRT,2003,NA,NA,60.32543902
Mauritius,MUS,2003,NA,NA,72.12130081
Malawi,MWI,2003,NA,NA,45.88031707
Malaysia,MYS,2003,NA,NA,73.34929268
North America,NAC,2003,NA,NA,68.0789663
Namibia,NAM,2003,NA,NA,54.27897561
New Caledonia,NCL,2003,NA,NA,75.27073171
Niger,NER,2003,NA,NA,52.65456098
Nigeria,NGA,2003,NA,NA,47.63773171
Nicaragua,NIC,2003,NA,NA,71.025
Netherlands,NLD,2003,NA,NA,78.49268293
High income: nonOECD,NOC,2003,NA,NA,70.03497739
Norway,NOR,2003,NA,NA,79.3902439
Nepal,NPL,2003,NA,NA,64.32043902
New Zealand,NZL,2003,NA,NA,79.14634146
High income: OECD,OEC,2003,NA,NA,75.44440438
OECD members,OED,2003,NA,NA,75.18185742
Oman,OMN,2003,NA,NA,73.62441463
Other small states,OSS,2003,NA,NA,56.50343561
Pakistan,PAK,2003,NA,NA,63.45834146
Panama,PAN,2003,NA,NA,75.63531707
Peru,PER,2003,NA,NA,71.7764878
Philippines,PHL,2003,NA,NA,67.03892683
Palau,PLW,2003,NA,NA,
Papua New Guinea,PNG,2003,NA,NA,59.87978049
Poland,POL,2003,NA,NA,74.59756098
Puerto Rico,PRI,2003,NA,NA,78.07121951
Korea  Dem. PeopleÕs Rep.,PRK,2003,NA,NA,67.35473171
Portugal,PRT,2003,NA,NA,77.2195122
Paraguay,PRY,2003,NA,NA,70.84239024
Pacific island small states,PSS,2003,NA,NA,67.55293627
French Polynesia,PYF,2003,NA,NA,73.51056098
Qatar,QAT,2003,NA,NA,76.81468293
Romania,ROU,2003,NA,NA,71.3097561
Russian Federation,RUS,2003,NA,NA,65.00756098
Rwanda,RWA,2003,NA,NA,51.81207317
South Asia,SAS,2003,NA,NA,64.06734463
Saudi Arabia,SAU,2003,NA,NA,72.99460976
Sudan,SDN,2003,NA,NA,59.0502439
Senegal,SEN,2003,NA,NA,59.12768293
Singapore,SGP,2003,NA,NA,79.03902439
Solomon Islands,SLB,2003,NA,NA,64.61409756
Sierra Leone,SLE,2003,NA,NA,41.64912195
El Salvador,SLV,2003,NA,NA,69.58953659
San Marino,SMR,2003,NA,NA,81.2195122
Somalia,SOM,2003,NA,NA,51.77190244
Serbia,SRB,2003,NA,NA,72.43658537
Sub-Saharan Africa (developing only),SSA,2003,NA,NA,51.48327053
South Sudan,SSD,2003,NA,NA,50.37409756
Sub-Saharan Africa (all income levels),SSF,2003,NA,NA,51.48673192
Small states,SST,2003,NA,NA,60.9191484
Sao Tome and Principe,STP,2003,NA,NA,63.96512195
Suriname,SUR,2003,NA,NA,68.32963415
Slovak Republic,SVK,2003,NA,NA,73.60487805
Slovenia,SVN,2003,NA,NA,76.85853659
Sweden,SWE,2003,NA,NA,80.09512195
Swaziland,SWZ,2003,NA,NA,45.95809756
Sint Maarten (Dutch part),SXM,2003,NA,NA,
Seychelles,SYC,2003,NA,NA,71.02926829
Syrian Arab Republic,SYR,2003,NA,NA,73.73136585
Turks and Caicos Islands,TCA,2003,NA,NA,
Chad,TCD,2003,NA,NA,47.68185366
Togo,TGO,2003,NA,NA,53.88712195
Thailand,THA,2003,NA,NA,71.43392683
Tajikistan,TJK,2003,NA,NA,65.002
Turkmenistan,TKM,2003,NA,NA,64.24039024
Timor-Leste,TLS,2003,NA,NA,62.20790244
Tonga,TON,2003,NA,NA,71.17543902
Trinidad and Tobago,TTO,2003,NA,NA,68.78426829
Tunisia,TUN,2003,NA,NA,73.05121951
Turkey,TUR,2003,NA,NA,71.57419512
Tuvalu,TUV,2003,NA,NA,
Tanzania,TZA,2003,NA,NA,53.28417073
Uganda,UGA,2003,NA,NA,49.58780488
Ukraine,UKR,2003,NA,NA,68.21073171
Upper middle income,UMC,2003,NA,NA,71.91854071
Uruguay,URY,2003,NA,NA,75.2845122
United States,USA,2003,NA,NA,66.79268293
Uzbekistan,UZB,2003,NA,NA,67.18660976
St. Vincent and the Grenadines,VCT,2003,NA,NA,70.84914634
Venezuela  RB,VEN,2003,NA,NA,72.94456098
Virgin Islands (U.S.),VIR,2003,NA,NA,78.17317073
Vietnam,VNM,2003,NA,NA,73.77253659
Vanuatu,VUT,2003,NA,NA,68.65170732
West Bank and Gaza,PSE,2003,NA,NA,71.20753659
World,WLD,2003,NA,NA,67.95513956
Samoa,WSM,2003,NA,NA,70.42626829
Yemen  Rep.,YEM,2003,NA,NA,61.09182927
South Africa,ZAF,2003,NA,NA,52.5237561
Congo  Dem. Rep.,COD,2003,NA,NA,52.10678049
Zambia,ZMB,2003,NA,NA,46.53863415
Zimbabwe,ZWE,2003,NA,NA,40.7024878
